text,final_text,tokens,sentiment_score,sentiment
"Skintific 2% Salicylic Acid
Mengurangi jerawat dan menjaga skin barrier menggunakan 1 serum? Why not🤩
#reviewskincare #racuninskincare #skintificid",skintific salicylic acid kurang jerawat jaga skin barrier serum why not reviewskincare racuninskincare skintificid,"['skintific', 'salicylic', 'acid', 'kurang', 'jerawat', 'jaga', 'skin', 'barrier', 'serum', 'why', 'not', 'reviewskincare', 'racuninskincare', 'skintificid']",-11,negatif
"STOP SCROLLING‼️
Serum buat mengatasi jerawat dan bruntusan mau lewat dulu. Pasti udah banyak yang tau nih, secara
produk brand ini kan pada viral.

✨ SKINTIFIC 2% SALICYLIC ACID ANTI ACNE SSERUM ✨

#skintificid #racuninskincare #2022glowup #acneserum #serumjerawat",stop scrolling serum atas jerawat bruntusan tau produk brand viral skintific salicylic acid anti acne sserum skintificid racuninskincare glowup acneserum serumjerawat,"['stop', 'scrolling', 'serum', 'atas', 'jerawat', 'bruntusan', 'tau', 'produk', 'brand', 'viral', 'skintific', 'salicylic', 'acid', 'anti', 'acne', 'sserum', 'skintificid', 'racuninskincare', 'glowup', 'acneserum', 'serumjerawat']",-13,negatif
"Tau mugwort clay mask Skintific? setelah nyobain sendiri aku bisa bilang dia nih SEBAGUS ITUU CRYYY (╥﹏╥)

bisa calming bisa mild exfo 🌿 paling mantul buat jerawat + bruntus & teksturnya smooth ♡ Ini reviewnya di kulit acne prone ⤵️  #racuninskincare #skintificid",tau mugwort clay mask skintific mencoba bilang bagus itu cryyy calming mild exfo mantul jerawat bruntus tekstur smooth reviewnya kulit acne prone racuninskincare skintificid,"['tau', 'mugwort', 'clay', 'mask', 'skintific', 'mencoba', 'bilang', 'bagus', 'itu', 'cryyy', 'calming', 'mild', 'exfo', 'mantul', 'jerawat', 'bruntus', 'tekstur', 'smooth', 'reviewnya', 'kulit', 'acne', 'prone', 'racuninskincare', 'skintificid']",-13,negatif
"kalau ;
• Belum ketemu exfo yang cocok
• Mau exfo sambil rawat skin barrier
• Jerawat masih on off, banyak bruntusan + komedo kayak aku

this is your sign to try Skintific 2% Salicylic Acid Serum, highly highly recommended‼️🥹
─ review thread ♡ #racuninskincare #skintificid",ketemu exfo cocok exfo rawat skin barrier jerawat on off bruntusan komedo kayak this is your sign try skintific salicylic acid serum highly highly recommended thread racuninskincare skintificid,"['ketemu', 'exfo', 'cocok', 'exfo', 'rawat', 'skin', 'barrier', 'jerawat', 'on', 'off', 'bruntusan', 'komedo', 'kayak', 'this', 'is', 'your', 'sign', 'try', 'skintific', 'salicylic', 'acid', 'serum', 'highly', 'highly', 'recommended', 'thread', 'racuninskincare', 'skintificid']",-10,negatif
"FIX! Aku harus banget #racuninskincare brightening serum ini ke kalian🥹
very excited karena moisturizernya juga viral parah kan😀 aku spill full reviewnya dibawah ya kenapa aku suka banget sama serum ini.
*thread ini jujur dari pengalaman aku kok
#skintificid #skintizen",fix banget racuninskincare brightening serum very excited moisturizernya viral parah spill full reviewnya bawah suka banget serum thread jujur alam skintificid skintizen,"['fix', 'banget', 'racuninskincare', 'brightening', 'serum', 'very', 'excited', 'moisturizernya', 'viral', 'parah', 'spill', 'full', 'reviewnya', 'bawah', 'suka', 'banget', 'serum', 'thread', 'jujur', 'alam', 'skintificid', 'skintizen']",-1,netral
Rekomendasi serum untuk mengatasi jerawat & beruntusan + bisa memperbaiki skin barrier?#skintificid #skintizen #skintific #racuninskincare #skincarereview,rekomendasi serum atas jerawat beruntus baik skin barrierskintificid skintizen skintific racuninskincare skincarereview,"['rekomendasi', 'serum', 'atas', 'jerawat', 'beruntus', 'baik', 'skin', 'barrierskintificid', 'skintizen', 'skintific', 'racuninskincare', 'skincarereview']",-8,negatif
"—rate produk

⭐️ 10/10
✅ for all skin type approved

#skintificid
#racuninskincare
#racunskincaremakeup",rate produk for all skin type approved skintificid racuninskincare racunskincaremakeup,"['rate', 'produk', 'for', 'all', 'skin', 'type', 'approved', 'skintificid', 'racuninskincare', 'racunskincaremakeup']",3,positif
"—manfaat produk

⭐️ dapat meredakan jerawat kemerahan
⭐️ tidak membuat kering terasa kering
⭐️ menyembuuhkan jerawat pasir (bruntusan)
⭐️ tidak meninggalkan bekas jerawat
⭐️ dapat menyembuhkan jerawat mendem

#skintificid",manfaat produk reda jerawat merah kering kering menyembuuhkan jerawat pasir bruntusan tinggal bekas jerawat sembuh jerawat mendem skintificid,"['manfaat', 'produk', 'reda', 'jerawat', 'merah', 'kering', 'kering', 'menyembuuhkan', 'jerawat', 'pasir', 'bruntusan', 'tinggal', 'bekas', 'jerawat', 'sembuh', 'jerawat', 'mendem', 'skintificid']",-11,negatif
"—belinya dimana?

✅ BPOM

💸 change price 169k to 129k 

shp.ee/bcc5kvt

#skintificid",beli mana bpom change price ke ke shpeebcckvt skintificid,"['beli', 'mana', 'bpom', 'change', 'price', 'ke', 'ke', 'shpeebcckvt', 'skintificid']",-3,negatif
"SERUM UNTUK JERAWAT TAPI GA BIKIN KERING! Buat kalian yang lagi nyari serum untuk jerawat, wajib cobain produk ini👇🏻

✨ Skintific 2% Salicylic Acid Anti Acne Serum ✨

#RacuninSkincare #RacuninSkincare #skintificid",serum jerawat bikin kering mencari serum jerawat wajib mencoba produk skintific salicylic acid anti acne serum racuninskincare racuninskincare skintificid,"['serum', 'jerawat', 'bikin', 'kering', 'mencari', 'serum', 'jerawat', 'wajib', 'mencoba', 'produk', 'skintific', 'salicylic', 'acid', 'anti', 'acne', 'serum', 'racuninskincare', 'racuninskincare', 'skintificid']",-11,negatif
"꒰ SKINTIFIC 2% SALICYLIC ANTI ACNE SERUM ꒱

punya permasalahan kulit berjerawat? aku mau share pengalamanku pakai anti acne serum ini~ siapa tau bisa jadi referensi kalian buat cari produk untuk kulit berjerawat 🤗

—a review #diniskinjournal #racuninskincare #skintificid",skintific salicylic anti acne serum masalah kulit jerawat share alam pakai anti acne serum tau referensi cari produk kulit jerawat diniskinjournal racuninskincare skintificid,"['skintific', 'salicylic', 'anti', 'acne', 'serum', 'masalah', 'kulit', 'jerawat', 'share', 'alam', 'pakai', 'anti', 'acne', 'serum', 'tau', 'referensi', 'cari', 'produk', 'kulit', 'jerawat', 'diniskinjournal', 'racuninskincare', 'skintificid']",-19,negatif
"Racun mutual emang paling berbahaya deh, waktu itu liat ini lewat mulu di timeline akhirnya sekarang nyobain juga!😆

✨ 5X Ceramide Barrier Repair Moisture Gel ✨

#skintificid #RacuninSkincare #RacunSkincareMakeup",racun mutual memang bahaya deh lihat mulu timeline mencoba ceramide barrier repair moisture gel skintificid racuninskincare racunskincaremakeup,"['racun', 'mutual', 'memang', 'bahaya', 'deh', 'lihat', 'mulu', 'timeline', 'mencoba', 'ceramide', 'barrier', 'repair', 'moisture', 'gel', 'skintificid', 'racuninskincare', 'racunskincaremakeup']",-5,negatif
Temen-temen sudah coba sabun wajah Skintific ini belum? #skintificid #racuninskincare #racunskincaremakeup,tementemen coba sabun wajah skintific skintificid racuninskincare racunskincaremakeup,"['tementemen', 'coba', 'sabun', 'wajah', 'skintific', 'skintificid', 'racuninskincare', 'racunskincaremakeup']",-1,netral
"✨Rekomendasi moisturizer dan serum untuk memperkuat skin barrier dan brightening!✨
Hi again everyone! kali ini aku mau review produk yang udah mondar-mandir mulu gak di Instagram gak di Twitter dan ternyata banyak banget yang suka. 😂
#racuninskincare #skintificid",rekomendasi moisturizer serum kuat skin barrier brightening hi again everyone kali produk mondarmandir mulu instagram twitter banget suka racuninskincare skintificid,"['rekomendasi', 'moisturizer', 'serum', 'kuat', 'skin', 'barrier', 'brightening', 'hi', 'again', 'everyone', 'kali', 'produk', 'mondarmandir', 'mulu', 'instagram', 'twitter', 'banget', 'suka', 'racuninskincare', 'skintificid']",2,positif
"คั่นกู 

PONDPHUWIN WITH SKINTIFIC

#SKINTIFICXPondPhuwin 
#ppnaravit @ppnaravit 
#phuwintang @phuwintang",pondphuwin skintific skintificxpondphuwin ppnaravit phuwintang,"['pondphuwin', 'skintific', 'skintificxpondphuwin', 'ppnaravit', 'phuwintang']",0,netral
"😘🫰🏻

PONDPHUWIN WITH SKINTIFIC

#SKINTIFICXPondPhuwin #ปอนด์ภูวินทร์
#ppnaravit #phuwintang",pondphuwin skintific skintificxpondphuwin ppnaravit phuwintang,"['pondphuwin', 'skintific', 'skintificxpondphuwin', 'ppnaravit', 'phuwintang']",0,netral
MEU MANDELICO DA CREAMY CHEGOUUUU,meu mandelico dah creamy chegouuuu,"['meu', 'mandelico', 'dah', 'creamy', 'chegouuuu']",-3,negatif
"Holy, what's your skincare routine?",holy whats your skincare routine,"['holy', 'whats', 'your', 'skincare', 'routine']",0,netral
I’m gonna wait until I️ turn 27 to look into “skincare”,im gon nya wait until turn look into skincare,"['im', 'gon', 'nya', 'wait', 'until', 'turn', 'look', 'into', 'skincare']",0,netral
A satisfação que é abrir um potinho da creamy,satisfao que abrir um potinho dah creamy,"['satisfao', 'que', 'abrir', 'um', 'potinho', 'dah', 'creamy']",-3,negatif
Comprándome productos de skincare coreano como si me fuesen a arreglar esta cara,comprndome productos deh skincare coreano como sih me fuesen arreglar esta,"['comprndome', 'productos', 'deh', 'skincare', 'coreano', 'como', 'sih', 'me', 'fuesen', 'arreglar', 'esta']",0,netral
"J’ai envie de me lancer à faire des tiktok makeup, parfums, skincare bref parler de mes passions mais les gens sont tellement bêtes sur ce réseau que ça me décourage mdrrr",jai envie deh me lancer faire des makeup parfums skincare bref parler deh mes passions mais les gens sont tellement btes sur ce rseau que me dcourage mdrrr,"['jai', 'envie', 'deh', 'me', 'lancer', 'faire', 'des', 'makeup', 'parfums', 'skincare', 'bref', 'parler', 'deh', 'mes', 'passions', 'mais', 'les', 'gens', 'sont', 'tellement', 'btes', 'sur', 'ce', 'rseau', 'que', 'me', 'dcourage', 'mdrrr']",0,netral
wow you look young for 46 what's your skincare,wow you look young for whats your skincare,"['wow', 'you', 'look', 'young', 'for', 'whats', 'your', 'skincare']",0,netral
Skincare and perfumes,skincare perfumes,"['skincare', 'perfumes']",0,netral
I was meant to rebuy one of My favourite skincare products but I ended up spending $500+ on makeup and forgot to buy the one thing I wanted… oops,was meant rebuy one of my favourite skincare products but ended up spending on makeup forgot buy one thing wanted oops,"['was', 'meant', 'rebuy', 'one', 'of', 'my', 'favourite', 'skincare', 'products', 'but', 'ended', 'up', 'spending', 'on', 'makeup', 'forgot', 'buy', 'one', 'thing', 'wanted', 'oops']",0,netral
"mo nangis syng skincarenya, jarang jarang mood pke skincare mlm😭",mau nang sayang skincarenya jarang jarang mood pakai skincare malam,"['mau', 'nang', 'sayang', 'skincarenya', 'jarang', 'jarang', 'mood', 'pakai', 'skincare', 'malam']",-8,negatif
"Sekarang berasa banget borosnya kalau nge-stock macem-macem moisturizer sesuai kebutuhan cuaca, kalau nemu 1 #rekomendasimoisturizer yang bisa dipakai kapan aja & bisa dipakai buat kulit sensitif btw. 

#racuninskincare",asa banget boros ngestock macemmacem moisturizer sesuai butuh cuaca nemu rekomendasimoisturizer pakai pakai kulit sensitif btw racuninskincare,"['asa', 'banget', 'boros', 'ngestock', 'macemmacem', 'moisturizer', 'sesuai', 'butuh', 'cuaca', 'nemu', 'rekomendasimoisturizer', 'pakai', 'pakai', 'kulit', 'sensitif', 'btw', 'racuninskincare']",-9,negatif
"GUYS liat deh sunscreen ini CAKEEP BANGET!🤍 cocok buat tim jalanan dan tim laptop seharian.

—aku lagi coba formula baru dari skintific 5x ceramide serum sunscreen hasilnya glow and healthy. wajib punya!￼
#racuninskincare #skintizen #skintific",guys lihat deh sunscreen cakep banget cocok tim jalan tim laptop hari coba formula skintific ceramide serum sunscreenhasilnya glow healthy wajib racuninskincare skintizen skintific,"['guys', 'lihat', 'deh', 'sunscreen', 'cakep', 'banget', 'cocok', 'tim', 'jalan', 'tim', 'laptop', 'hari', 'coba', 'formula', 'skintific', 'ceramide', 'serum', 'sunscreenhasilnya', 'glow', 'healthy', 'wajib', 'racuninskincare', 'skintizen', 'skintific']",-10,negatif
"Hi guys, so today i want to introduce you to the product that i’ve been using on my face recently. One of the most influential ones on my face is Skintific 5x Ceramide Barrier Repair Moisture Gel💐

#skintific #skintizen",hi guys sok today want introduce you product that ive been using on my face recently one of most influential ones on my face is skintific ceramide barrier repair moisture gel skintific skintizen,"['hi', 'guys', 'sok', 'today', 'want', 'introduce', 'you', 'product', 'that', 'ive', 'been', 'using', 'on', 'my', 'face', 'recently', 'one', 'of', 'most', 'influential', 'ones', 'on', 'my', 'face', 'is', 'skintific', 'ceramide', 'barrier', 'repair', 'moisture', 'gel', 'skintific', 'skintizen']",2,positif
"Aku biasanya gunakan dua metode : dengan cara di tap tap langsung hingga dua layer atau dengan menggunakan kapas untuk CSM-an . 

Apalagi toner ini flexible di gunakan kapanpun sesuai kebutuhan. 

Gimana sih efeknya?

#skintizen #skintific",metode tap tap langsung layer kapas csman toner flexible sesuai butuh bagaimana efek skintizen skintific,"['metode', 'tap', 'tap', 'langsung', 'layer', 'kapas', 'csman', 'toner', 'flexible', 'sesuai', 'butuh', 'bagaimana', 'efek', 'skintizen', 'skintific']",-1,netral
"Efek menenangkannya langsung terasa begitu di balur ke wajah terutama saat wajah lagi perih karena jerawat ataupun panas kemerahan. Sensasi soothingnya bikin nagih. 

#skintizen #skintific",efek tenang langsung balur wajah wajah perih jerawat panas merah sensasi soothingnya bikin nagih skintizen skintific,"['efek', 'tenang', 'langsung', 'balur', 'wajah', 'wajah', 'perih', 'jerawat', 'panas', 'merah', 'sensasi', 'soothingnya', 'bikin', 'nagih', 'skintizen', 'skintific']",-14,negatif
"Juga terdapat probiotics komplek dan Calendula yang efektif membantu menenangkan kemerahan, kulit sensitives dan berjerawat. 

Dikemas dalam packaging clear blue. Teksturnya watery, bening, dan kerasa adem begitu di balurkan. 

#skintizen #skintific",probiotics komplek calendula efektif bantu tenang merah kulit sensitives jerawat kemas packaging clear blue tekstur watery bening rasa adem balur skintizen skintific,"['probiotics', 'komplek', 'calendula', 'efektif', 'bantu', 'tenang', 'merah', 'kulit', 'sensitives', 'jerawat', 'kemas', 'packaging', 'clear', 'blue', 'tekstur', 'watery', 'bening', 'rasa', 'adem', 'balur', 'skintizen', 'skintific']",-18,negatif
"Sebelum share reviewnya, aku mau share kalo produknya bisa dibeli di official store skintific yaa! 
#skintific #skintizen
shope.ee/4zwxJ3CpOq",share reviewnya share produk beli official store skintific ya skintific skintizen shopeeezwxjcpoq,"['share', 'reviewnya', 'share', 'produk', 'beli', 'official', 'store', 'skintific', 'ya', 'skintific', 'skintizen', 'shopeeezwxjcpoq']",4,positif
"Sunscreen double protection?! with Ceramide for skin barrier with SPF 50+ PA++++

Suitable for all skin type even sensitif!

Skintific — 5x Ceramide Serum Sunscreen ☀️
A review

#Skintific #Skintizen #RacunSunscreen",sunscreen double protection ceramide for skin barrier spf apa suitable for all skin type even sensitif skintific ceramide serum sunscreen skintific skintizen racunsunscreen,"['sunscreen', 'double', 'protection', 'ceramide', 'for', 'skin', 'barrier', 'spf', 'apa', 'suitable', 'for', 'all', 'skin', 'type', 'even', 'sensitif', 'skintific', 'ceramide', 'serum', 'sunscreen', 'skintific', 'skintizen', 'racunsunscreen']",-2,negatif
"Guys❕❕❕

Aku nemu masker yang oke banget buat membersihkan pori pori dan mencerahkan kulit👃🏻✨

🗻 Skintific Alaska Volcano Clay 🗻

#racuninskincare #reviewbynaaa #Skintific #Skintizen #Skinbarrier",guys nemu masker oke banget bersih pori pori cerah kulit skintific alaska volcano clay racuninskincare reviewbynaaa skintific skintizen skinbarrier,"['guys', 'nemu', 'masker', 'oke', 'banget', 'bersih', 'pori', 'pori', 'cerah', 'kulit', 'skintific', 'alaska', 'volcano', 'clay', 'racuninskincare', 'reviewbynaaa', 'skintific', 'skintizen', 'skinbarrier']",2,positif
"kalian harus coba sunscreen terbaru dari Skintific deh! gampang di blend, gak gerah dan aman untuk kulit sensitif ✨

Skintific — 5x Ceramide Serum Sunscreen
#racuninskincare #skintific #skintizen",coba sunscreen baru skintific deh gampang blend gerah aman kulit sensitif skintific ceramide serum sunscreen racuninskincare skintific skintizen,"['coba', 'sunscreen', 'baru', 'skintific', 'deh', 'gampang', 'blend', 'gerah', 'aman', 'kulit', 'sensitif', 'skintific', 'ceramide', 'serum', 'sunscreen', 'racuninskincare', 'skintific', 'skintizen']",-8,negatif
"// at beginning MC asked who gonna win this game

Phuwin: Depend on who gonna laugh first
Pond: Depend on luck

Luck win this time 😂
PONDPHUWIN WITH SKINTIFIC

#SKINTIFICXPondPhuwin #ปอนด์ภูวินทร์
#ppnaravit #phuwintang",at beginning mc asked who gon nya win this game phuwin depend on who gon nya laugh first pond depend on luck luck win this time pondphuwin skintific skintificxpondphuwin ppnaravit phuwintang,"['at', 'beginning', 'mc', 'asked', 'who', 'gon', 'nya', 'win', 'this', 'game', 'phuwin', 'depend', 'on', 'who', 'gon', 'nya', 'laugh', 'first', 'pond', 'depend', 'on', 'luck', 'luck', 'win', 'this', 'time', 'pondphuwin', 'skintific', 'skintificxpondphuwin', 'ppnaravit', 'phuwintang']",10,positif
"Percaya gak ada cleansing balm harganya cuma 50 ribuan? 

Ini bakal masuk list skincare favorit ku! 

#racuninskincare #lumiwhite #reviewproduk",percaya cleansing balm harga ribu masuk list skincare favorit ku racuninskincare lumiwhite reviewproduk,"['percaya', 'cleansing', 'balm', 'harga', 'ribu', 'masuk', 'list', 'skincare', 'favorit', 'ku', 'racuninskincare', 'lumiwhite', 'reviewproduk']",2,positif
"— Skintific Salicylic Acid Acne Spot Treatment ⤵️

Acne spot brand lokal yang lagi aku coba & ternyata ciamik di jerawatku 👌

#racunskincaremakeup #racuninskincare
#skintificid",skintific salicylic acid acne spot treatment acne spot brand lokal coba ciamik jerawat racunskincaremakeup racuninskincare skintificid,"['skintific', 'salicylic', 'acid', 'acne', 'spot', 'treatment', 'acne', 'spot', 'brand', 'lokal', 'coba', 'ciamik', 'jerawat', 'racunskincaremakeup', 'racuninskincare', 'skintificid']",-4,negatif
"꒰ SKINTIFIC ACNE SPOT TREATMENT ꒱

yuhuuu balik lagi #racuninskincare acne spot treatment under 100k! 🤩

udah gitu punya tekstur yg ga mengganggu penampilan sama sekali. siapa nih yg cari acne spot treatment begini? 👀

—a review #diniskinjournal #skintificid",skintific acne spot treatment yuhuuu racuninskincare acne spot treatment under ke begitu tekstur ganggu tampil cari acne spot treatment diniskinjournal skintificid,"['skintific', 'acne', 'spot', 'treatment', 'yuhuuu', 'racuninskincare', 'acne', 'spot', 'treatment', 'under', 'ke', 'begitu', 'tekstur', 'ganggu', 'tampil', 'cari', 'acne', 'spot', 'treatment', 'diniskinjournal', 'skintificid']",-10,negatif
"—rate product:

⭐️ 9/10
✅ for all skin type approved

#skintificid
#racuninskincare 
#racunskincaremakeup",rate product for all skin type approved skintificid racuninskincare racunskincaremakeup,"['rate', 'product', 'for', 'all', 'skin', 'type', 'approved', 'skintificid', 'racuninskincare', 'racunskincaremakeup']",0,netral
"kandungannya menurut aku ngebantu banget buat calming kemerahan + ada niacinamide 10%. setiap aku ada bekas jerawat aku selalu pakai active inggredients ya salah satunya niacinamide / tranexamid acid yang bagus buat mencerahkan wajah. 

#skintificid",kandung membantu banget calming merah niacinamide bekas jerawat pakai active inggredients salah satu niacinamide tranexamid acid bagus cerah wajah skintificid,"['kandung', 'membantu', 'banget', 'calming', 'merah', 'niacinamide', 'bekas', 'jerawat', 'pakai', 'active', 'inggredients', 'salah', 'satu', 'niacinamide', 'tranexamid', 'acid', 'bagus', 'cerah', 'wajah', 'skintificid']",-21,negatif
"✧ brightening serum ✧
—by skintific

punya bekas jerawat PIE / PIH? skin barrier rusak?👀

✨STOP SCROLLING✨

♡︎ Niacinamide 10%
♡︎ Alpha Arbutin
♡︎ Ceramide
♡︎ Centella

scroll untuk baca full reviewnya👇🏻

#racuninskincaremakeup 
#racuninskincare
#skintificid",brightening serum by skintific bekas jerawat pie pih skin barrier rusak stop scrolling niacinamide alpha arbutin ceramide centella scroll baca full reviewnya racuninskincaremakeup racuninskincare skintificid,"['brightening', 'serum', 'by', 'skintific', 'bekas', 'jerawat', 'pie', 'pih', 'skin', 'barrier', 'rusak', 'stop', 'scrolling', 'niacinamide', 'alpha', 'arbutin', 'ceramide', 'centella', 'scroll', 'baca', 'full', 'reviewnya', 'racuninskincaremakeup', 'racuninskincare', 'skintificid']",-14,negatif
"Apa pun kondisi kulitnya, baik dengan permasalahan kecil atau besar, aku selalu kembali mengandalkan basic skincare. 

Tahun ini aku banyak eksplor skincare yang berfokus pada skin barrier dan salah satunya dari brand SKINTIFIC. 

——SEBUAH ULASAN——

#racuninskincare #skintificid",kondisi kulit masalah andal basic skincare eksplor skincare fokus skin barrier salah satu brand skintific ulas racuninskincare skintificid,"['kondisi', 'kulit', 'masalah', 'andal', 'basic', 'skincare', 'eksplor', 'skincare', 'fokus', 'skin', 'barrier', 'salah', 'satu', 'brand', 'skintific', 'ulas', 'racuninskincare', 'skintificid']",-12,negatif
"kalo kamu lagi cari yang fokus diskin barrier, dan tekstur gel yang melt banget ya selamat dah ketemu🥲👍🏻
#racuninskincare 
#skintificid 
shp.ee/6apbcd5",cari fokus diskin barrier tekstur gel melt banget selamat deh ketemu racuninskincare skintificid shpeeapbcd,"['cari', 'fokus', 'diskin', 'barrier', 'tekstur', 'gel', 'melt', 'banget', 'selamat', 'deh', 'ketemu', 'racuninskincare', 'skintificid', 'shpeeapbcd']",2,positif
"•ｔｅｘｔｕｒｅ

PLS KENAPA KALIAN HARUS COBA INI YA KARNA TEKSTURNYA?!?! 

sumpahhh enak bgtttt, dia moist gel yang pas dikulit langsung melttt abiss dan langsung adem aja gitu kulit kalo abis pake moist ini😭💖
#skintificid",pls coba karena tekstur sumpahhh enak banget moist gel pas kulit langsung melttt habis langsung adem begitu kulit habis pakai moist skintificid,"['pls', 'coba', 'karena', 'tekstur', 'sumpahhh', 'enak', 'banget', 'moist', 'gel', 'pas', 'kulit', 'langsung', 'melttt', 'habis', 'langsung', 'adem', 'begitu', 'kulit', 'habis', 'pakai', 'moist', 'skintificid']",-2,negatif
"✨𝐒𝐤𝐢𝐧𝐭𝐢𝐟𝐢𝐜 𝟓𝐱 𝐂𝐞𝐫𝐚𝐦𝐢𝐝𝐞 𝐁𝐚𝐫𝐫𝐢𝐞𝐫 𝐑𝐞𝐩𝐚𝐢𝐫 𝐌𝐨𝐢𝐬𝐭 𝐆𝐞𝐥✨
Review by @crankygvrl

Kenapa aku racunin moist ini ke kalian?!

✅5x Ceramide, Centella, Hyaluronic Acid, Marine collagen🥲
✅Gel watery texture
✅Memperbaiki Skin Barrier

#skintificid",by racunin moist ceramide centella hyaluronic acid marine collagen gel watery texture baik skin barrier skintificid,"['by', 'racunin', 'moist', 'ceramide', 'centella', 'hyaluronic', 'acid', 'marine', 'collagen', 'gel', 'watery', 'texture', 'baik', 'skin', 'barrier', 'skintificid']",-1,netral
"Selamat sianggg. Aku kedatangan paket cantik dari Skintific. Warnanya cute banget dan teksturnyaaaa 😍😍😍 

Jd ga sabar aku mau cobain serum dan moistnya nih!

#skintificid",selamat sianggg datang paket cantik skintific warna cute banget teksturnyaaaa jadi sabar mencoba serum moistnya skintificid,"['selamat', 'sianggg', 'datang', 'paket', 'cantik', 'skintific', 'warna', 'cute', 'banget', 'teksturnyaaaa', 'jadi', 'sabar', 'mencoba', 'serum', 'moistnya', 'skintificid']",4,positif
@skintificid hi kaa cdm yaaa,hi kak cdm ya,"['hi', 'kak', 'cdm', 'ya']",5,positif
cdm yaa,cdm ya,"['cdm', 'ya']",4,positif
halo kaa masih gak?,halo kak,"['halo', 'kak']",1,netral
haii ka masih??,hai kak,"['hai', 'kak']",3,positif
bentar aku tanyakan temen aku dulu yah,bentar teman ya,"['bentar', 'teman', 'ya']",4,positif
Iya. Tapi ada juga yg kamar sendiri,iya kamar,"['iya', 'kamar']",0,netral
sharing maksudnya itu sekamar bedua kak?,sharing maksud kamar berdua,"['sharing', 'maksud', 'kamar', 'berdua']",3,positif
Ada ka di tempatku @skintificid,kak tempat,"['kak', 'tempat']",-3,negatif
"Skintific – Mugwort Anti Pores & Acne Clay Mask ; sesuai dengan namanya, clay mask ini berfungsi untuk membersihkan pori-pori serta menenangkan jerawat dan bruntusan. 

Tipe wash-off mask ini tidak mengandung alcohol, SLS, paraben dan mineral oil👌🏻

#skintific #skintizen",skintific mugwort anti pores acne clay mask sesuai nama clay mask fungsi bersih poripori tenang jerawat bruntusan tipe washoff mask kandung alcohol sls paraben mineral oil skintific skintizen,"['skintific', 'mugwort', 'anti', 'pores', 'acne', 'clay', 'mask', 'sesuai', 'nama', 'clay', 'mask', 'fungsi', 'bersih', 'poripori', 'tenang', 'jerawat', 'bruntusan', 'tipe', 'washoff', 'mask', 'kandung', 'alcohol', 'sls', 'paraben', 'mineral', 'oil', 'skintific', 'skintizen']",-3,negatif
"facial oil super ringan utk skin barrier? 🤩☝🏻

kalau sebelumnya skintific viral dengan moistnya, skrg aku mau bahas produknya yg baru launch akhir2 ini, yaitu barrier booster facial oilnya! 💛

simak reviewnya utk tahu apa manfaatnya ya ⤵️ #racuninskincare #skintizen #skintific",facial oil super ringan untuk skin barrier skintific viral moistnya sekarang bahas produk launch barrier booster facial oilnya simak reviewnya untuk manfaat racuninskincare skintizen skintific,"['facial', 'oil', 'super', 'ringan', 'untuk', 'skin', 'barrier', 'skintific', 'viral', 'moistnya', 'sekarang', 'bahas', 'produk', 'launch', 'barrier', 'booster', 'facial', 'oilnya', 'simak', 'reviewnya', 'untuk', 'manfaat', 'racuninskincare', 'skintizen', 'skintific']",2,positif
#racuninskincare #skintific #skintizen,racuninskincare skintific skintizen,"['racuninskincare', 'skintific', 'skintizen']",0,netral
"Sunscreen beberapa hari ini yang lagi aku pakai tuhh bikin kulitku looks so0o ✨ Healty & Glow ✨

Yups ini produk dari 🫧SKINTIFIC🫧 yaitu : 

🌤 5X CERAMIDE SERUM SUNSCREEN WITH SPF 50 PA++++🌤

#racuninskincare #skintific #skintizen",sunscreen pakai tuh bikin kulit looks soo healty glow yups produk skintific ceramide serum sunscreen spf apa racuninskincare skintific skintizen,"['sunscreen', 'pakai', 'tuh', 'bikin', 'kulit', 'looks', 'soo', 'healty', 'glow', 'yups', 'produk', 'skintific', 'ceramide', 'serum', 'sunscreen', 'spf', 'apa', 'racuninskincare', 'skintific', 'skintizen']",0,netral
"🧊Skintific 5x Ceramide Barrier Repair Moisture Gel🧊

Pasti udah banyak bgt yg tau sama moisturizer by SKINTIFIC ini, karna emang sebagus itu woy😍

Bagus bgt deh pokoknya untuk membantu balikin skin barrier kalian✨

#skintific #skintizen",skintific ceramide barrier repair moisture gel banget tau moisturizer by skintific karena memang bagus woy bagus banget deh pokok bantu balikin skin barrier skintific skintizen,"['skintific', 'ceramide', 'barrier', 'repair', 'moisture', 'gel', 'banget', 'tau', 'moisturizer', 'by', 'skintific', 'karena', 'memang', 'bagus', 'woy', 'bagus', 'banget', 'deh', 'pokok', 'bantu', 'balikin', 'skin', 'barrier', 'skintific', 'skintizen']",-22,negatif
"nah, untuk aku pribadi selain muka harus bersih. sebelum mulai makeup, aku selalu memperhatiin kelembaban kulit aku.

salah satunya dengan pakai moisturizer dari si skintific ini, temen-temen pasti udah nggak asing lagi dong.. 

#skintific #skintizen",pribadi muka bersih makeup memperhatiin kelembaban kulit salah satu pakai moisturizer sih skintific tementemen enggak asing skintific skintizen,"['pribadi', 'muka', 'bersih', 'makeup', 'memperhatiin', 'kelembaban', 'kulit', 'salah', 'satu', 'pakai', 'moisturizer', 'sih', 'skintific', 'tementemen', 'enggak', 'asing', 'skintific', 'skintizen']",-5,negatif
